Player Name,Club,Position,Appearances,Squawka Score,Cleansheets,Goals Conceded,POTM,Saves Per Game,Saves Per Goal,Average Claim Success,Average Punch Accuracy,Distribution Success,Average Distribution Length,Yellow Cards,Red Cards,Points,PointsMod
Saúl Ñíguez,Atlético de Madrid,Midfielder,10,26,2,100,0,1,69,14,33,1,0,0,0,59.5,63
Tyler Blackett,Manchester United,Defender,9,63,0,0,0,0,85,22,54,7,1,3,1,79.4,62
Mike van der Hoorn,Ajax,Defender,6,153,2,50,0,0,86,20,59,5,0,1,0,71.6,62
Lucas Digne,Paris Saint Germain,Defender,9,107,0,33,0,3,89,15,48,4,0,1,0,71.1,62
Aaron Lennon,Tottenham Hotspur,Midfielder,9,61,0,0,0,9,85,14,46,1,0,1,0,58.475,61
Daniele Bonera,Milan,Defender,9,130,0,100,0,2,83,21,48,7,0,3,2,76.3,61
Daniele Bonera,Milan,Defender,9,130,0,100,0,2,83,21,48,7,0,3,2,76.3,61
Daniele Bonera,Milan,Defender,9,130,0,100,0,2,83,21,48,7,0,3,2,76.3,61
Daniele Bonera,Milan,Defender,9,130,0,100,0,2,83,21,48,7,0,3,2,76.3,61
Jack Wilshere,Arsenal,Midfielder,9,123,1,71,0,7,83,16,47,1,0,4,0,58.25,61
Kolo Touré,Liverpool,Defender,8,113,0,0,0,1,89,19,43,7,0,0,0,75.7,61
Bacary Sagna,Manchester City,Defender,6,61,0,0,0,6,80,16,54,7,0,1,0,78.1,61
Abdel Barrada,Marseille,Midfielder,9,37,1,43,0,8,78,18,55,0,0,0,0,60.925,61
Nani,Sporting Lisbon,Midfielder,5,271,4,44,0,17,79,17,47,0,0,2,0,60.75,61
Raúl Jiménez,Atlético de Madrid,Forward,10,3,1,60,0,3,72,13,36,0,0,0,0,58.2,61
Joel Obi,Internazionale,Midfielder,9,51,1,80,0,5,80,17,43,1,0,1,0,57.675,61
Joel Obi,Internazionale,Midfielder,9,51,1,80,0,5,80,17,43,1,0,1,0,57.675,61
Joel Obi,Internazionale,Midfielder,9,51,1,80,0,5,80,17,43,1,0,1,0,57.675,61
Patrick McNair,Manchester United,Defender,9,78,0,0,0,2,85,22,38,7,1,1,0,78.3,60
Simon Rolfes,Bayer 04 Leverkusen,Midfielder,8,11,0,0,0,3,63,15,57,3,0,1,0,51,60
Yuto Nagatomo,Internazionale,Defender,9,42,0,50,0,7,82,16,47,4,1,1,1,74.5,60
Yuto Nagatomo,Internazionale,Defender,9,42,0,50,0,7,82,16,47,4,1,1,1,74.5,60
Yuto Nagatomo,Internazionale,Defender,9,42,0,50,0,7,82,16,47,4,1,1,1,74.5,60
Stefan Reinartz,Bayer 04 Leverkusen,Midfielder,9,1,0,80,0,6,70,16,45,2,0,2,0,53.875,60
Michael Essien,Milan,Midfielder,9,76,0,33,0,3,89,16,48,2,0,1,1,53.825,60
Michael Essien,Milan,Midfielder,9,76,0,33,0,3,89,16,48,2,0,1,1,53.825,60
Michael Essien,Milan,Midfielder,9,76,0,33,0,3,89,16,48,2,0,1,1,53.825,60
Michael Essien,Milan,Midfielder,9,76,0,33,0,3,89,16,48,2,0,1,1,53.825,60
Jaïro Riedewald,Ajax,Defender,8,144,0,0,0,2,92,17,60,3,0,0,0,66.5,60
Cristian Ledesma,Lazio,Midfielder,5,60,0,0,0,4,83,22,46,5,0,1,0,44.125,59
Michaël Ciani,Lazio,Defender,7,98,0,0,0,0,85,19,58,7,1,0,0,76.1,59
Julian Brandt,Bayer 04 Leverkusen,Midfielder,8,37,1,75,0,11,76,14,29,1,0,0,0,56,59
Filipe Luis,Chelsea,Defender,9,68,0,50,0,5,85,18,50,1,0,0,0,61.8,57
Nicklas Bendtner,VfL Wolfsburg,Forward,9,72,1,50,0,6,73,15,41,1,0,0,0,54.0325,57
Martín Cáceres,Juventus,Defender,5,156,1,50,0,2,87,18,83,4,0,1,0,66.2,57
Joris Mathijsen,Feyenoord,Defender,6,96,0,0,0,2,88,24,54,7,0,0,0,72.1,57
Matthias Ginter,Borussia Dortmund,Defender,8,57,0,60,0,1,83,21,54,5,1,1,0,70.6,57
Bastian Schweinsteig..,FC Bayern München,Midfielder,6,124,1,50,0,8,89,19,44,2,0,0,0,50.95,57
Kevin-Prince Boateng,FC Schalke 04,Midfielder,7,2,0,0,0,4,79,18,40,4,0,3,1,44.825,57
Francis Coquelin,Arsenal,Midfielder,6,38,0,0,0,2,83,13,58,4,0,3,0,44.15,56
Juan Iturbe,Roma,Forward,11,122,1,27,0,2,77,14,49,1,0,1,0,53.4825,56
Javier Hernández,Real Madrid,Forward,8,84,3,50,0,2,82,9,36,0,0,1,0,53.76,56
Javier Hernández,Real Madrid,Forward,8,84,3,50,0,2,82,9,36,0,0,1,0,53.76,56
Julian Draxler,FC Schalke 04,Midfielder,8,45,2,67,0,2,73,16,55,1,1,1,1,52.6,56
Munir El Haddadi,Barcelona,Forward,10,0,1,25,0,4,80,13,39,1,0,0,0,52.25,55
Marcel Schäfer,VfL Wolfsburg,Defender,6,153,0,0,0,7,81,21,71,2,0,0,0,62.7,55
Reyes,Sevilla,Midfielder,7,41,0,25,0,10,72,17,43,2,0,1,0,49.125,55
Adrien Rabiot,Paris Saint Germain,Midfielder,5,137,1,67,0,3,88,15,65,3,0,0,0,46.125,55
Sidney Sam,FC Schalke 04,Midfielder,8,19,0,50,0,8,80,16,48,1,1,1,0,51.6,55
Rachid Ghezzal,Lyon,Midfielder,8,69,0,33,0,9,78,14,40,1,0,0,0,51.6,55
Willy Caballero,Manchester City,Goalkeeper,2,10,0,2,0,2.5,1.67,100,50,72,38,0,0,54,54
Zoumana Camara,Paris Saint Germain,Defender,4,158,1,100,0,0,92,16,71,7,0,0,0,67.9,54
Yann M'Vila,Internazionale,Midfielder,8,53,0,0,0,1,86,17,67,1,0,0,0,50.6,54
Yann M'Vila,Internazionale,Midfielder,8,53,0,0,0,1,86,17,67,1,0,0,0,50.6,54
Yann M'Vila,Internazionale,Midfielder,8,53,0,0,0,1,86,17,67,1,0,0,0,50.6,54
Jonny Evans,Manchester United,Defender,9,166,0,0,0,0,86,21,51,6,4,1,0,77.6,54
Milos Jojic,Borussia Dortmund,Midfielder,9,47,0,38,0,5,86,18,35,1,0,3,0,50.225,53
Rafinha,Barcelona,Midfielder,8,71,0,50,0,3,88,15,53,1,1,0,0,50.2,53
Juan Zuñiga,Napoli,Defender,6,146,0,100,0,6,88,14,54,4,0,0,0,64.1,53
Ismael Diomande,St Etienne,Midfielder,10,44,0,33,0,3,87,17,33,2,0,6,2,47,53
Andros Townsend,Tottenham Hotspur,Midfielder,8,42,1,71,0,4,78,16,40,1,1,2,0,49.6,53
Fernando Navarro,Sevilla,Defender,5,131,0,67,0,1,77,20,46,9,0,1,0,71.1,53
Mohamed Yattara,Lyon,Forward,10,27,0,38,0,3,77,13,30,0,0,0,0,49.825,53
Hugo Campagnaro,Internazionale,Defender,6,30,0,0,0,4,77,22,41,7,0,2,0,68.4,52
Hugo Campagnaro,Internazionale,Defender,6,30,0,0,0,4,77,22,41,7,0,2,0,68.4,52
Hugo Campagnaro,Internazionale,Defender,6,30,0,0,0,4,77,22,41,7,0,2,0,68.4,52
Mikel Arteta,Arsenal,Midfielder,7,135,0,0,0,3,94,16,44,2,0,1,0,46.15,52
Vlad Chiriches,Tottenham Hotspur,Defender,6,16,0,0,0,3,82,19,43,7,0,2,0,67.5,52
Diogo Figueiras,Sevilla,Defender,10,17,0,75,0,5,80,17,31,3,1,1,0,63.4,52
Ashley Cole,Roma,Defender,8,151,0,0,0,2,91,15,36,5,0,1,0,62.7,52
Joey O'Brien,West Ham United,Defender,5,44,0,0,0,5,85,16,48,7,0,2,0,67.8,51
Cristian Ansaldi,Atlético de Madrid,Defender,7,25,0,33,0,5,66,20,47,3,0,0,0,59.7,51
Felipe Santana,FC Schalke 04,Defender,4,85,0,0,0,3,73,19,67,7,0,0,0,66.1,51
Sandro Ramírez,Barcelona,Forward,7,106,2,75,0,0,84,13,57,0,0,0,0,48.355,50
Fabio Borini,Liverpool,Forward,9,21,0,40,0,8,76,15,31,0,0,2,1,45.39,49
Loïc Remy,Chelsea,Forward,8,82,2,33,0,1,85,13,50,0,0,0,0,46.9,49
Tomas Rosicky,Arsenal,Midfielder,6,118,1,100,0,4,84,14,60,1,0,0,0,45.6,49
Simone Padoin,Juventus,Midfielder,8,54,0,100,0,5,92,15,48,1,0,1,2,45,48
Nacho,Real Madrid,Defender,5,129,1,100,0,1,94,17,47,5,0,0,0,58.4,48
Florin Gardos,Southampton,Defender,7,56,0,0,0,0,82,22,42,5,0,1,0,57.6,48
Ruben Schaken,Feyenoord,Forward,7,112,1,33,0,8,84,17,52,0,1,1,0,44.005,47
Rick Karsdorp,Feyenoord,Midfielder,7,43,0,0,0,3,81,19,54,1,0,0,0,43.625,47
Pablo Armero,Milan,Defender,6,69,0,0,0,5,74,18,43,5,0,1,1,59.0,46
Pablo Armero,Milan,Defender,6,69,0,0,0,5,74,18,43,5,0,1,1,59.0,46
Pablo Armero,Milan,Defender,6,69,0,0,0,5,74,18,43,5,0,1,1,59.0,46
Pablo Armero,Milan,Defender,6,69,0,0,0,5,74,18,43,5,0,1,1,59.0,46
Marc Bartra,Barcelona,Defender,5,141,0,33,0,0,88,20,62,5,0,0,0,55.7,46
Keita,Lazio,Forward,7,89,0,40,0,7,85,16,49,0,0,0,0,41.3875,45
Kingsley Coman,Juventus,Midfielder,7,37,0,20,0,3,72,16,50,1,0,0,0,41.35,44
Alejandro Arribas,Sevilla,Defender,4,87,0,100,0,0,84,28,50,8,0,1,0,60.3,44
Niki Zimling,Ajax,Midfielder,6,36,0,0,0,0,87,17,54,2,0,1,0,38.15,44
Joel Matip,FC Schalke 04,Defender,6,29,1,50,0,2,79,24,34,5,0,2,1,55.1,44
Benjamin Stambouli,Tottenham Hotspur,Midfielder,6,22,0,0,0,2,86,16,52,2,0,3,0,37.7,44
Oscar Hiljemark,PSV,Midfielder,5,9,0,0,0,0,85,18,54,3,0,2,0,34.375,43
Ravel Morrison,Cardiff City,Midfielder,7,11,0,0,0,5,90,16,54,0,0,1,0,43.2,43
Héctor Bellerín,Arsenal,Defender,5,28,0,0,0,2,82,15,49,5,0,1,0,53.8,43
Paulinho,Tottenham Hotspur,Midfielder,7,3,0,50,0,1,85,14,38,1,0,1,0,38.525,42
Sebastian Giovinco,Juventus,Forward,6,168,0,62,0,5,92,16,59,0,0,0,0,38.72,41
Iago Aspas,Sevilla,Forward,6,12,0,100,0,3,69,12,33,0,0,0,0,39.315,41
Kyle Walker,Tottenham Hotspur,Defender,5,56,0,0,0,0,76,18,54,5,0,2,0,51.0,41
Giulio Donati,Bayer 04 Leverkusen,Defender,6,41,0,0,0,5,69,19,44,3,0,1,1,49.4,41
Clément Chantôme,Paris Saint Germain,Midfielder,6,62,0,67,0,2,95,14,44,1,0,0,0,37.85,41
Yassine Benzia,Lyon,Forward,5,54,2,80,0,2,82,14,38,0,0,0,0,39.225,41
Kevin Strootman,Roma,Midfielder,4,61,0,100,0,7,85,15,52,2,0,0,0,34.7,41
Timm Klose,VfL Wolfsburg,Defender,3,77,0,0,0,0,84,24,68,7,0,0,0,54.6,41
Kyriakos Papadopoulo..,Bayer 04 Leverkusen,Defender,4,43,0,0,0,1,62,18,61,5,0,0,0,51.0,41
Bas Dost,VfL Wolfsburg,Forward,6,85,2,64,0,1,61,14,48,1,0,0,0,38.835,40
Giampaolo Pazzini,Milan,Forward,8,0,0,50,0,1,63,13,53,0,0,0,0,38.34,40
Giampaolo Pazzini,Milan,Forward,8,0,0,50,0,1,63,13,53,0,0,0,0,38.34,40
Giampaolo Pazzini,Milan,Forward,8,0,0,50,0,1,63,13,53,0,0,0,0,38.34,40
Henrique,Napoli,Defender,7,7,0,0,0,1,89,15,44,4,2,2,0,54.3,40
Francois Clerc,St Etienne,Defender,5,17,0,50,0,2,82,18,54,4,1,0,0,51.5,40
James Wilson,Manchester United,Forward,9,31,0,25,0,1,73,11,46,1,0,2,0,37.4075,39
Marco Andreolli,Internazionale,Defender,4,67,0,0,0,1,87,19,43,6,0,0,0,51.2,39
Marco Andreolli,Internazionale,Defender,4,67,0,0,0,1,87,19,43,6,0,0,0,51.2,39
Marco Andreolli,Internazionale,Defender,4,67,0,0,0,1,87,19,43,6,0,0,0,51.2,39
Holger Badstuber,FC Bayern München,Defender,3,101,0,0,0,2,92,21,76,5,0,0,0,49.7,39
Harrison Reed,Southampton,Midfielder,4,4,0,0,0,0,74,16,48,3,0,0,0,29.2,38
Álvaro González,Lazio,Midfielder,4,3,0,50,0,5,80,17,56,2,0,1,0,31.6,38
Dedryck Boyata,Manchester City,Defender,1,23,0,0,0,0,87,17,53,11,0,1,0,59.5,38
Allan Saint-Maximin,St Etienne,Forward,6,5,0,33,0,6,80,17,54,1,0,0,0,33.75,36
Milan Badelj,Fiorentina,Midfielder,4,42,0,0,0,3,85,18,43,2,0,0,0,29.8,36
Sergi Roberto,Barcelona,Midfielder,5,63,0,0,0,2,96,13,46,1,0,0,0,32.75,36
Sami Khedira,Real Madrid,Midfielder,6,27,0,0,0,3,88,14,50,0,0,0,0,35.7,36
Lacina Traoré,Monaco,Forward,6,9,1,63,0,3,43,13,43,1,0,0,0,34.255,36
Micah Richards,Fiorentina,Defender,4,46,0,100,0,1,90,15,68,3,0,1,0,41.9,35
Bruno Pereirinha,Lazio,Midfielder,1,1,0,0,0,0,82,18,29,5,0,0,0,19.775,35
Claudio Pizarro,FC Bayern München,Forward,6,34,0,60,0,1,79,14,68,0,0,0,0,32.665,34
Diego Poyet,Huddersfield Town,Midfielder,2,8,0,0,0,1,81,18,40,4,0,1,0,22.05,34
Kyle Naughton,Tottenham Hotspur,Defender,5,60,0,0,0,1,79,18,50,5,1,0,2,47.4,34
Matthew Jarvis,West Ham United,Midfielder,4,45,0,0,0,3,74,16,92,1,0,0,0,30.6,34
Baptiste Aloe,Marseille,Defender,4,17,0,0,0,0,100,24,50,4,0,0,0,41.3,33
Chinedu Obasi,FC Schalke 04,Forward,6,7,0,80,0,0,62,13,46,2,0,0,0,32.37,33
Adriano,Barcelona,Defender,5,76,0,33,0,5,88,16,33,2,0,0,0,39.8,33
Mouhamadou Dabo,Lyon,Defender,4,16,0,33,0,1,83,16,50,4,0,2,0,41.1,33
Abel Tamata,PSV,Defender,3,18,0,0,0,1,82,19,47,5,0,0,0,42.2,32
Guy Demel,West Ham United,Defender,5,12,0,0,0,1,77,17,43,2,0,0,0,36.1,32
Cristian Rodríguez,Atlético de Madrid,Midfielder,6,6,0,0,0,1,76,13,47,0,0,0,0,31.45,31
Ruben Ligeon,Ajax,Defender,3,39,0,50,0,3,77,21,67,3,0,1,0,38.7,31
Martín Montoya,Barcelona,Defender,3,91,0,50,0,2,87,14,52,4,0,0,0,39.9,31
Wallace,Monaco,Defender,2,9,0,0,0,0,93,21,44,8,0,0,1,46.9,31
Lindsay Rose,Lyon,Defender,4,17,0,0,0,1,85,22,39,5,1,1,0,44.2,31
Mehdi Zeffane,Lyon,Defender,2,51,0,0,0,1,88,17,54,6,0,0,0,43.0,30
Diego Novaretti,Lazio,Defender,2,15,0,0,0,1,89,19,38,7,0,1,0,44.8,30
Timothée Kolodziejcz..,Sevilla,Defender,2,5,0,0,0,0,77,25,31,8,0,2,0,46.1,30
Matt Targett,Southampton,Defender,3,38,0,0,0,0,82,22,89,2,0,0,0,33.8,30
Bilal Basacikoglu,Feyenoord,Forward,6,2,0,25,0,3,68,24,42,0,0,0,0,27.93,30
Stephane Sparagna,Marseille,Defender,3,11,0,0,0,0,79,27,43,5,0,0,0,39.6,30
Oliver Kirch,Borussia Dortmund,Midfielder,2,50,0,100,0,2,89,19,10,3,0,0,0,19.95,29
José Enrique,Liverpool,Defender,3,40,0,0,0,0,64,16,53,5,1,0,0,41.6,29
Federico Bernardesch..,Fiorentina,Forward,5,6,0,67,0,1,79,15,39,0,0,1,0,27.2625,29
Marcel Ritzmaier,PSV,Midfielder,5,18,0,0,0,6,86,19,13,0,0,0,0,28.375,28
Jonathan,Internazionale,Defender,2,11,0,0,0,6,77,19,47,3,0,0,0,35.8,27
Jonathan,Internazionale,Defender,2,11,0,0,0,6,77,19,47,3,0,0,0,35.8,27
Jonathan,Internazionale,Defender,2,11,0,0,0,6,77,19,47,3,0,0,0,35.8,27
Abdoulay Konko,Lazio,Defender,2,11,0,0,0,2,81,16,36,5,0,0,0,37.3,26
Christian Träsch,VfL Wolfsburg,Defender,3,70,0,0,0,2,74,18,27,4,0,0,0,34.9,26
Lerin Duarte,Ajax,Midfielder,4,23,0,100,0,0,79,15,50,1,0,1,0,22.9,26
Kurt Zouma,Chelsea,Defender,4,40,0,0,0,0,85,21,33,3,0,0,0,31.8,26
Marco Van Ginkel,Milan,Midfielder,2,33,0,0,0,2,91,20,45,2,0,0,0,18.8,25
Marco Van Ginkel,Milan,Midfielder,2,33,0,0,0,2,91,20,45,2,0,0,0,18.8,25
Marco Van Ginkel,Milan,Midfielder,2,33,0,0,0,2,91,20,45,2,0,0,0,18.8,25
Marco Van Ginkel,Milan,Midfielder,2,33,0,0,0,2,91,20,45,2,0,0,0,18.8,25
Khalid Boulahrouz,Feyenoord,Defender,3,23,0,0,0,1,84,21,47,3,0,1,0,31.2,25
Honorato Ederson,Lazio,Midfielder,2,13,1,100,0,0,65,20,28,2,0,1,0,18.65,25
Federico Mattiello,Juventus,Midfielder,2,22,0,100,0,0,94,17,75,2,0,0,0,18.45,24
Ricardo Vaz Te,West Ham United,Forward,4,7,0,50,0,3,77,17,38,1,0,0,0,22.93,24
Fábio Coentrão,Real Madrid,Defender,5,15,0,0,0,0,90,14,33,2,0,0,1,28.0,24
Leroy Sane,FC Schalke 04,Midfielder,4,17,1,100,0,0,68,13,35,0,0,0,0,23.3,23
Gianluca Gaudino,FC Bayern München,Midfielder,3,11,0,0,0,2,95,17,29,1,0,0,0,20.3,23
Daniel Sturridge,Liverpool,Forward,3,104,1,45,0,3,78,12,61,2,0,0,0,21.64,23
Theo Walcott,Arsenal,Forward,4,2,0,50,0,1,85,13,33,0,0,0,0,21.65,23
Santiago Gentiletti,Lazio,Defender,2,40,0,0,0,1,86,23,39,4,0,0,0,31.0,22
Leandro Paredes,Roma,Midfielder,3,27,0,0,0,0,95,18,43,1,0,0,0,19.35,22
Robbie Kruse,Bayer 04 Leverkusen,Midfielder,4,4,0,0,0,1,77,16,50,0,0,0,0,21.7,22
Fares Bahlouli,Lyon,Midfielder,4,9,0,0,0,3,68,15,31,0,0,0,0,20.9,21
Marvin Friedrich,FC Schalke 04,Defender,3,2,0,0,0,0,76,21,59,1,0,0,0,22.8,21
Jesús Gámez,Atlético de Madrid,Defender,3,53,0,0,0,1,81,12,41,2,0,1,0,25.0,20
René Krhin,Internazionale,Midfielder,3,2,0,0,0,0,61,10,50,1,0,0,0,17.325,20
René Krhin,Internazionale,Midfielder,3,2,0,0,0,0,61,10,50,1,0,0,0,17.325,20
René Krhin,Internazionale,Midfielder,3,2,0,0,0,0,61,10,50,1,0,0,0,17.325,20
Lukas Podolski,Internazionale,Forward,3,30,0,0,0,6,83,15,38,2,0,0,0,17.6025,20
Lukas Podolski,Internazionale,Forward,3,30,0,0,0,6,83,15,38,2,0,0,0,17.6025,20
Lukas Podolski,Internazionale,Forward,3,30,0,0,0,6,83,15,38,2,0,0,0,17.6025,20
Nicolas Isimat-Mirin,PSV,Defender,2,23,0,0,0,0,82,20,25,4,0,0,0,27.3,19
Emmanuel Mayuka,Southampton,Forward,5,13,0,0,0,1,64,12,10,1,0,0,0,18.2,19
Michu,Napoli,Forward,3,5,0,50,0,4,73,16,44,0,0,1,0,17.6775,19
Mounir El Hamdaoui,Fiorentina,Forward,3,7,1,50,0,0,83,15,14,0,0,1,0,18.3525,19
Jakub Blaszczykowski,Borussia Dortmund,Midfielder,2,20,0,0,0,3,79,16,38,1,0,0,0,15.85,19
Joel Campbell,Arsenal,Forward,4,15,0,0,0,2,83,11,57,1,0,0,0,17.47,19
Riechedly Bazoer,Ajax,Defender,2,29,0,0,0,1,100,14,56,2,0,0,0,23.2,19
Leandro Castán,Roma,Defender,1,21,0,0,0,0,80,24,67,4,0,0,0,26.5,18
M'Baye Niang,Milan,Forward,4,17,0,33,0,0,77,15,38,1,0,1,0,17.23,18
M'Baye Niang,Milan,Forward,4,17,0,33,0,0,77,15,38,1,0,1,0,17.23,18
M'Baye Niang,Milan,Forward,4,17,0,33,0,0,77,15,38,1,0,1,0,17.23,18
Jose Pozo,Manchester City,Midfielder,3,11,0,100,0,2,95,9,17,0,0,0,0,16.4,16
Giandomenico Mesto,Napoli,Defender,2,22,0,0,0,0,66,30,47,2,0,0,0,20.3,16
Lucas Mendes,Marseille,Defender,1,13,0,0,0,0,44,33,33,4,0,0,0,24.2,16
Rai Vloet,PSV,Forward,4,7,0,0,0,0,80,14,17,0,0,0,0,15.2,16
Douglas,Barcelona,Defender,1,14,0,0,0,0,89,16,36,4,0,1,0,23.4,15
Mohamed Salah,Chelsea,Midfielder,3,2,0,50,0,1,78,11,33,0,0,0,0,15.325,15
Billel Omrani,Marseille,Forward,2,6,1,100,0,0,55,30,7,1,0,1,0,14.475,15
Jason McCarthy,Southampton,Defender,1,2,0,0,0,0,63,19,100,2,0,0,0,18.7,15
Ibrahima Mbaye,Internazionale,Defender,4,1,0,0,0,0,92,18,25,0,0,0,0,14.7,15
Ibrahima Mbaye,Internazionale,Defender,4,1,0,0,0,0,92,18,25,0,0,0,0,14.7,15
Ibrahima Mbaye,Internazionale,Defender,4,1,0,0,0,0,92,18,25,0,0,0,0,14.7,15
Lukas Podolski,Internazionale,Forward,2,47,0,0,0,4,85,14,57,2,0,0,0,11.825,13
Richairo Zivkovic,Ajax,Forward,2,11,1,33,0,0,60,11,50,0,0,0,0,12.35,13
Andrea Petagna,Milan,Forward,3,15,0,0,0,0,67,13,43,0,0,0,0,10.5225,11
Andrea Petagna,Milan,Forward,3,15,0,0,0,0,67,13,43,0,0,0,0,10.5225,11
Andrea Petagna,Milan,Forward,3,15,0,0,0,0,67,13,43,0,0,0,0,10.5225,11
Federico Bonazzoli,Internazionale,Forward,3,3,0,0,0,0,74,19,33,1,0,1,0,9.995,11
Federico Bonazzoli,Internazionale,Forward,3,3,0,0,0,0,74,19,33,1,0,1,0,9.995,11
Federico Bonazzoli,Internazionale,Forward,3,3,0,0,0,0,74,19,33,1,0,1,0,9.995,11
